CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT,String,Longitude,Latitude
24769000,MONTGOMERY,POINT (-122.40379710331999 37.79789357700019),ST,24769000,-122.40379710331999 37.79789357700019,-122.4038,37.79789
27133000,14TH,POINT (-122.47116753777007 37.755098948873666),AVE,27133000,-122.47116753777007 37.755098948873666,-122.47117,37.7551
32904000,SLOAT,POINT (-122.50671742856741 37.73546975791746),BLVD,32904000,-122.50671742856741 37.73546975791746,-122.50672,37.73547
30067000,UNION,POINT (-122.41162551582764 37.80013918998284),ST,30067000,-122.41162551582764 37.80013918998284,-122.41163,37.80014
24586000,MABINI,POINT (-122.40037436716572 37.78264451528788),ST,24586000,-122.40037436716572 37.78264451528788,-122.40037,37.78264
24286000,HOWARD,POINT (-122.4088326775241 37.77841553487331),ST,24286000,-122.4088326775241 37.77841553487331,-122.40883,37.77842
23670000,CONNECTICUT,POINT (-122.39737175764988 37.76124221801808),ST,23670000,-122.39737175764988 37.76124221801808,-122.39737,37.76124
22732000,HOLLOWAY,POINT (-122.46973969169908 37.721644376088086),AVE,22732000,-122.46973969169908 37.721644376088086,-122.46974,37.72164
24354000,12TH,POINT (-122.41689981869614 37.77172394668559),ST,24354000,-122.41689981869614 37.77172394668559,-122.4169,37.77172
54204000,ZANOWITZ,POINT (-122.4518614127847 37.80542644860275),AVE,54204000,-122.4518614127847 37.80542644860275,-122.45186,37.80543
51280000,DEEMS,POINT (-122.46396807606628 37.79446698901919),RD,51280000,-122.46396807606628 37.79446698901919,-122.46397,37.79447
33679000,RIDGE,POINT (-122.42607352714245 37.70934710886928),CT,33679000,-122.42607352714245 37.70934710886928,-122.42607,37.70935
24023000,MARIPOSA,POINT (-122.40927981921925 37.76308602377312),ST,24023000,-122.40927981921925 37.76308602377312,-122.40928,37.76309
21410000,FRANCE,POINT (-122.43275390843363 37.71736010691637),AVE,21410000,-122.43275390843363 37.71736010691637,-122.43275,37.71736
51273000,HALLECK,POINT (-122.45482940587843 37.800983904712744),ST,51273000,-122.45482940587843 37.800983904712744,-122.45483,37.80098
54082000,ALTA,POINT (-122.40354177638544 37.801629469404496),ST,54082000,-122.40354177638544 37.801629469404496,-122.40354,37.80163
23073000,JUNIPERO SERRA,POINT (-122.47217813064408 37.730103919582064),BLVD,23073000,-122.47217813064408 37.730103919582064,-122.47218,37.7301
21246000,CORTLAND,POINT (-122.41858437636894 37.739297279966564),AVE,21246000,-122.41858437636894 37.739297279966564,-122.41858,37.7393
23022000,HOLLOWAY,POINT (-122.47176027155245 37.721671203872354),AVE,23022000,-122.47176027155245 37.721671203872354,-122.47176,37.72167
25877000,MARKET,POINT (-122.42746205772221 37.76877049877058),ST,25877000,-122.42746205772221 37.76877049877058,-122.42746,37.76877
52162000,I-280 SOUTHBOUND,POINT (-122.39254779421904 37.76091148370775),,52162000,-122.39254779421904 37.76091148370775,-122.39255,37.76091
51275000,LINCOLN,POINT (-122.45510149835972 37.80110324240781),BLVD,51275000,-122.45510149835972 37.80110324240781,-122.4551,37.8011
26433000,STANYAN,POINT (-122.45335228880525 37.76824602503421),ST,26433000,-122.45335228880525 37.76824602503421,-122.45335,37.76825
23758000,RHODE ISLAND,POINT (-122.40220317444678 37.76095059613353),ST,23758000,-122.40220317444678 37.76095059613353,-122.4022,37.76095
50057000,LANGTON,POINT (-122.40455194819762 37.7732657834389),ST,50057000,-122.40455194819762 37.7732657834389,-122.40455,37.77327
20767000,WATERVILLE,POINT (-122.40282498430413 37.73589124925171),ST,20767000,-122.40282498430413 37.73589124925171,-122.40282,37.73589
26752000,CHESTNUT,POINT (-122.43460234440073 37.80102664048362),ST,26752000,-122.43460234440073 37.80102664048362,-122.4346,37.80103
26608000,FILLMORE,POINT (-122.43345991623397 37.78702066744986),ST,26608000,-122.43345991623397 37.78702066744986,-122.43346,37.78702
27873000,40TH,POINT (-122.50038632107886 37.77370199089167),AVE,27873000,-122.50038632107886 37.77370199089167,-122.50039,37.7737
25839000,ALERT,POINT (-122.42649069810597 37.76577360619295),ALY,25839000,-122.42649069810597 37.76577360619295,-122.42649,37.76577
54055000,ROSE,POINT (-122.42889839907082 37.772793342709136),ST,54055000,-122.42889839907082 37.772793342709136,-122.4289,37.77279
50893000,COSGROVE,POINT (-122.40651492336393 37.7421899947422),ST,50893000,-122.40651492336393 37.7421899947422,-122.40651,37.74219
20086000,BERTHA,POINT (-122.38128418186912 37.734033852486256),LN,20086000,-122.38128418186912 37.734033852486256,-122.38128,37.73403
24224000,15TH,POINT (-122.413259822422 37.76706997473729),ST,24224000,-122.413259822422 37.76706997473729,-122.41326,37.76707
26985000,RICO,POINT (-122.44032809863248 37.80549853307784),WAY,26985000,-122.44032809863248 37.80549853307784,-122.44033,37.8055
54052000,TORRENS,POINT (-122.41864775419535 37.793048710809174),CT,54052000,-122.41864775419535 37.793048710809174,-122.41865,37.79305
51855000,GRIFFITH,POINT (-122.3751941361847 37.732621603486066),ST,51855000,-122.3751941361847 37.732621603486066,-122.37519,37.73262
24846000,FRESNO,POINT (-122.40558828051198 37.798688227263405),ST,24846000,-122.40558828051198 37.798688227263405,-122.40559,37.79869
51424000,UNNAMED 077,POINT (-122.4751277232098 37.807408484602355),,51424000,-122.4751277232098 37.807408484602355,-122.47513,37.80741
25202000,LARKIN,POINT (-122.418465026792 37.787966285833654),ST,25202000,-122.418465026792 37.787966285833654,-122.41847,37.78797
24738000,HARLAN,POINT (-122.40549818946191 37.790080540230086),PL,24738000,-122.40549818946191 37.790080540230086,-122.4055,37.79008
51936000,DONNER,POINT (-122.37333282273445 37.71264490733288),AVE,51936000,-122.37333282273445 37.71264490733288,-122.37333,37.71264
27086000,HUGO,POINT (-122.46316736900316 37.76511423987736),ST,27086000,-122.46316736900316 37.76511423987736,-122.46317,37.76511
35015000,CORONA,POINT (-122.46659772738636 37.725924474411485),ST,35015000,-122.46659772738636 37.725924474411485,-122.4666,37.72592
21162000,STONEMAN,POINT (-122.414173046718 37.74509545266442),ST,21162000,-122.414173046718 37.74509545266442,-122.41417,37.7451
27525000,FULTON,POINT (-122.48633406097754 37.77247157623393),ST,27525000,-122.48633406097754 37.77247157623393,-122.48633,37.77247
26042000,STEINER,POINT (-122.4332187382331 37.77749036729351),ST,26042000,-122.4332187382331 37.77749036729351,-122.43322,37.77749
33345000,SOMERSET,POINT (-122.40218848804288 37.714731325233245),ST,33345000,-122.40218848804288 37.714731325233245,-122.40219,37.71473
21110000,BERNAL HEIGHTS,POINT (-122.4099684788837 37.743049855114286),BLVD,21110000,-122.4099684788837 37.743049855114286,-122.40997,37.74305
22629000,MIRAMAR,POINT (-122.45819139108269 37.724317535309154),AVE,22629000,-122.45819139108269 37.724317535309154,-122.45819,37.72432
25343000,GRANT,POINT (-122.40758444331668 37.80063802097378),AVE,25343000,-122.40758444331668 37.80063802097378,-122.40758,37.80064
30721000,DUNCOMBE,POINT (-122.40756376921443 37.79591029157699),ALY,30721000,-122.40756376921443 37.79591029157699,-122.40756,37.79591
22050000,GLORIA,POINT (-122.4416228406476 37.71725817332347),CT,22050000,-122.4416228406476 37.71725817332347,-122.44162,37.71726
52307000,I-80 WESTBOUND,POINT (-122.3881258449727 37.788553802008),,52307000,-122.3881258449727 37.788553802008,-122.38813,37.78855
22910000,SAINT FRANCIS,POINT (-122.46624768048522 37.73493714331504),BLVD,22910000,-122.46624768048522 37.73493714331504,-122.46625,37.73494
51357000,GREENOUGH,POINT (-122.47499073467287 37.79996118939824),AVE,51357000,-122.47499073467287 37.79996118939824,-122.47499,37.79996
25477000,STOCKTON,POINT (-122.41068505013347 37.80789213298332),ST,25477000,-122.41068505013347 37.80789213298332,-122.41069,37.80789
20458000,JENNINGS,POINT (-122.39485204882237 37.72017522106324),ST,20458000,-122.39485204882237 37.72017522106324,-122.39485,37.72018
51329000,RAMSEL,POINT (-122.47336516411465 37.805718962697554),CT,51329000,-122.47336516411465 37.805718962697554,-122.47337,37.80572
23920000,GILBERT,POINT (-122.40421368836917 37.77470378964715),ST,23920000,-122.40421368836917 37.77470378964715,-122.40421,37.7747
51190000,UNNAMED 142,POINT (-122.45029798291314 37.79363838932104),,51190000,-122.45029798291314 37.79363838932104,-122.4503,37.79364
33655000,22ND,POINT (-122.38548930912604 37.758109477703826),ST,33655000,-122.38548930912604 37.758109477703826,-122.38549,37.75811
22977000,SOTELO,POINT (-122.46376155457702 37.74860701498308),AVE,22977000,-122.46376155457702 37.74860701498308,-122.46376,37.74861
51206000,RUGER,POINT (-122.44802963685756 37.79743311801623),ST,51206000,-122.44802963685756 37.79743311801623,-122.44803,37.79743
26926000,EUCLID,POINT (-122.45187543765608 37.78412674126629),AVE,26926000,-122.45187543765608 37.78412674126629,-122.45188,37.78413
27034000,CHRISTOPHER,POINT (-122.46015666975013 37.75373760827913),DR,27034000,-122.46015666975013 37.75373760827913,-122.46016,37.75374
34076000,09TH TI,POINT (-122.36763536801024 37.82626562304975),ST,34076000,-122.36763536801024 37.82626562304975,-122.36764,37.82627
35055000,PIOCHE,POINT (-122.42288272409347 37.727909038053845),ST,35055000,-122.42288272409347 37.727909038053845,-122.42288,37.72791
23944000,05TH,POINT (-122.40493334675597 37.78149950849666),ST,23944000,-122.40493334675597 37.78149950849666,-122.40493,37.7815
23211000,21ST,POINT (-122.47822416072836 37.74855090373325),AVE,23211000,-122.47822416072836 37.74855090373325,-122.47822,37.74855
26194000,CLAYTON,POINT (-122.44634347474168 37.76041069847342),ST,26194000,-122.44634347474168 37.76041069847342,-122.44634,37.76041
20321000,TEDDY,POINT (-122.40209790843399 37.71299484220449),AVE,20321000,-122.40209790843399 37.71299484220449,-122.4021,37.71299
20913000,BURROWS,POINT (-122.4110077417776 37.72702632444237),ST,20913000,-122.4110077417776 37.72702632444237,-122.41101,37.72703
21539000,WHIPPLE,POINT (-122.44812971874111 37.711116452057595),AVE,21539000,-122.44812971874111 37.711116452057595,-122.44813,37.71112
21552000,MISSION,POINT (-122.45266472108827 37.70880633741904),ST,21552000,-122.45266472108827 37.70880633741904,-122.45266,37.70881
32916000,WILLARD,POINT (-122.45374467339487 37.7618787844303),ST,32916000,-122.45374467339487 37.7618787844303,-122.45374,37.76188
20923000,HAMILTON,POINT (-122.41139440354588 37.730607896282706),ST,20923000,-122.41139440354588 37.730607896282706,-122.41139,37.73061
25917000,LINDEN,POINT (-122.42288271252531 37.77641581765694),ST,25917000,-122.42288271252531 37.77641581765694,-122.42288,37.77642
23418000,QUINTARA,POINT (-122.49483674770266 37.74781712172072),ST,23418000,-122.49483674770266 37.74781712172072,-122.49484,37.74782
33230000,KEY,POINT (-122.39236229405975 37.7154944742),AVE,33230000,-122.39236229405975 37.7154944742,-122.39236,37.71549
26996000,JEFFERSON,POINT (-122.44212570104384 37.80484989199046),ST,26996000,-122.44212570104384 37.80484989199046,-122.44213,37.80485
22250000,VALDEZ,POINT (-122.45478367407152 37.7288095960279),AVE,22250000,-122.45478367407152 37.7288095960279,-122.45478,37.72881
52239000,OCEAN,POINT (-122.44917813046399 37.72300293793908),AVE,52239000,-122.44917813046399 37.72300293793908,-122.44918,37.723
21558000,FREDSON,POINT (-122.447389311247 37.71377599124781),CT,21558000,-122.447389311247 37.71377599124781,-122.44739,37.71378
26035000,PAGE,POINT (-122.43889910175893 37.771990423818735),ST,26035000,-122.43889910175893 37.771990423818735,-122.4389,37.77199
52064000,UNNAMED 120,POINT (-122.43863542766562 37.72815636762969),,52064000,-122.43863542766562 37.72815636762969,-122.43864,37.72816
26589000,FILLMORE,POINT (-122.43270617972193 37.78329259162349),ST,26589000,-122.43270617972193 37.78329259162349,-122.43271,37.78329
51197000,LIGGETT,POINT (-122.45196195444672 37.79507961560836),AVE,51197000,-122.45196195444672 37.79507961560836,-122.45196,37.79508
24965000,JONES,POINT (-122.41335396372544 37.78766359876849),ST,24965000,-122.41335396372544 37.78766359876849,-122.41335,37.78766
22692000,GARFIELD,POINT (-122.46446085537549 37.719692186736516),ST,22692000,-122.46446085537549 37.719692186736516,-122.46446,37.71969
21689000,SILVER,POINT (-122.42820890172726 37.72854513729364),AVE,21689000,-122.42820890172726 37.72854513729364,-122.42821,37.72855
25827000,MARKET,POINT (-122.43729871996628 37.76189547440291),ST,25827000,-122.43729871996628 37.76189547440291,-122.4373,37.7619
26223000,CHRISTMAS TREE POINT,POINT (-122.44720982950024 37.7540428911214),RD,26223000,-122.44720982950024 37.7540428911214,-122.44721,37.75404
26637000,STEINER,POINT (-122.43567327763009 37.78962925742742),ST,26637000,-122.43567327763009 37.78962925742742,-122.43567,37.78963
30758000,MARKET,POINT (-122.4263094381509 37.769602597314986),ST,30758000,-122.4263094381509 37.769602597314986,-122.42631,37.7696
30018000,HARRISON,POINT (-122.39409927181224 37.785149309022174),ST,30018000,-122.39409927181224 37.785149309022174,-122.3941,37.78515
51873000,TENNESSEE,POINT (-122.38824374076496 37.74772144156408),ST,51873000,-122.38824374076496 37.74772144156408,-122.38824,37.74772
34112000,14TH TI,POINT (-122.37018720194682 37.83005546306171),ST,34112000,-122.37018720194682 37.83005546306171,-122.37019,37.83006
25303000,WASHINGTON,POINT (-122.42122998102613 37.7932578677921),ST,25303000,-122.42122998102613 37.7932578677921,-122.42123,37.79326
27649000,23RD,POINT (-122.48300474810156 37.785834605887814),AVE,27649000,-122.48300474810156 37.785834605887814,-122.483,37.78583
54030000,GROVE,POINT (-122.42871672721986 37.77709965382025),ST,54030000,-122.42871672721986 37.77709965382025,-122.42872,37.7771
27940000,47TH,POINT (-122.50686795259321 37.758512653521336),AVE,27940000,-122.50686795259321 37.758512653521336,-122.50687,37.75851
26138000,DOUGLASS,POINT (-122.43916730846351 37.75902774775),ST,26138000,-122.43916730846351 37.75902774775,-122.43917,37.75903
27298000,BALBOA,POINT (-122.47150599445501 37.77689255619794),ST,27298000,-122.47150599445501 37.77689255619794,-122.47151,37.77689
27787000,40TH,POINT (-122.49949663518599 37.76070860581094),AVE,27787000,-122.49949663518599 37.76070860581094,-122.4995,37.76071
21503000,ELLINGTON,POINT (-122.44679998032522 37.71216078107553),AVE,21503000,-122.44679998032522 37.71216078107553,-122.4468,37.71216
21932000,ROANOKE,POINT (-122.43134892088953 37.73661789388128),ST,21932000,-122.43134892088953 37.73661789388128,-122.43135,37.73662
27683000,30TH,POINT (-122.488517234255 37.757447800947936),AVE,27683000,-122.488517234255 37.757447800947936,-122.48852,37.75745
22944000,WAWONA,POINT (-122.46966702241812 37.738505273360225),ST,22944000,-122.46966702241812 37.738505273360225,-122.46967,37.73851
28058000,JACK LONDON,POINT (-122.39409283696301 37.781691312680245),ALY,28058000,-122.39409283696301 37.781691312680245,-122.39409,37.78169
34067000,08TH TI,POINT (-122.36847076927326 37.82482777551061),ST,34067000,-122.36847076927326 37.82482777551061,-122.36847,37.82483
50284000,FORT MASON 10,POINT (-122.42816361044835 37.805062886690685),,50284000,-122.42816361044835 37.805062886690685,-122.42816,37.80506
21968000,SURREY,POINT (-122.43507656205769 37.73557723863514),ST,21968000,-122.43507656205769 37.73557723863514,-122.43508,37.73558
27060000,HILLWAY,POINT (-122.45666991172976 37.76381468854904),AVE,27060000,-122.45666991172976 37.76381468854904,-122.45667,37.76381
23971000,BRYANT,POINT (-122.409433068639 37.75599844199572),ST,23971000,-122.409433068639 37.75599844199572,-122.40943,37.756
25462000,COLUMBUS,POINT (-122.41290808538193 37.802183771181305),AVE,25462000,-122.41290808538193 37.802183771181305,-122.41291,37.80218
23907000,CLARA,POINT (-122.40014963735547 37.781217520429074),ST,23907000,-122.40014963735547 37.781217520429074,-122.40015,37.78122
22588000,MIRAMAR,POINT (-122.45818925661514 37.72365751056449),AVE,22588000,-122.45818925661514 37.72365751056449,-122.45819,37.72366
24165000,MISSION,POINT (-122.41951273676816 37.76342927308283),ST,24165000,-122.41951273676816 37.76342927308283,-122.41951,37.76343
25191000,FRANKLIN,POINT (-122.42246374351751 37.782685368393565),ST,25191000,-122.42246374351751 37.782685368393565,-122.42246,37.78269
52155000,HWY 101 N ON,POINT (-122.40278772099128 37.75280758458405),RAMP,52155000,-122.40278772099128 37.75280758458405,-122.40279,37.75281
23673000,PENNSYLVANIA,POINT (-122.39384798317451 37.76530672532918),AVE,23673000,-122.39384798317451 37.76530672532918,-122.39385,37.76531
22759000,UPLAND,POINT (-122.464056167032 37.72952482888727),DR,22759000,-122.464056167032 37.72952482888727,-122.46406,37.72952
21972000,CHILTON,POINT (-122.43667288943632 37.734040174468326),AVE,21972000,-122.43667288943632 37.734040174468326,-122.43667,37.73404
22911000,SAN BENITO,POINT (-122.46699849006603 37.733092141821366),WAY,22911000,-122.46699849006603 37.733092141821366,-122.467,37.73309
33626000,22ND,POINT (-122.40525954218414 37.756920438604794),ST,33626000,-122.40525954218414 37.756920438604794,-122.40526,37.75692
27700000,MORAGA,POINT (-122.49375076892643 37.75535092219455),ST,27700000,-122.49375076892643 37.75535092219455,-122.49375,37.75535
